,Filename,Language,Entropy,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,English_Stopwords_and,English_Stopwords_are,English_Stopwords_be,English_Stopwords_but,English_Stopwords_for,English_Stopwords_from,English_Stopwords_have,English_Stopwords_in,English_Stopwords_is,English_Stopwords_it,English_Stopwords_no,English_Stopwords_not,English_Stopwords_of,English_Stopwords_that,English_Stopwords_the,English_Stopwords_this,English_Stopwords_to,English_Stopwords_with,French_Stopwords_au,French_Stopwords_avec,French_Stopwords_ce,French_Stopwords_de,French_Stopwords_des,French_Stopwords_elle,French_Stopwords_et,French_Stopwords_est,French_Stopwords_il,French_Stopwords_je,French_Stopwords_la,French_Stopwords_le,French_Stopwords_les,French_Stopwords_mais,French_Stopwords_ou,French_Stopwords_par,French_Stopwords_pas,French_Stopwords_plus,French_Stopwords_pour,French_Stopwords_que,French_Stopwords_qui,French_Stopwords_si,French_Stopwords_sur,French_Stopwords_un,French_Stopwords_une,italian_Stopwords_e,italian_Stopwords_di,italian_Stopwords_il,italian_Stopwords_la,italian_Stopwords_lo,italian_Stopwords_i,italian_Stopwords_gli,italian_Stopwords_le,italian_Stopwords_che,italian_Stopwords_in,italian_Stopwords_vi,italian_Stopwords_si,italian_Stopwords_per,italian_Stopwords_ma,italian_Stopwords_con,italian_Stopwords_un,italian_Stopwords_una,italian_Stopwords_su,italian_Stopwords_non,italian_Stopwords_questo,italian_Stopwords_quello,spanish_Stopwords_y,spanish_Stopwords_de,spanish_Stopwords_la,spanish_Stopwords_las,spanish_Stopwords_el,spanish_Stopwords_los,spanish_Stopwords_que,spanish_Stopwords_a,spanish_Stopwords_en,spanish_Stopwords_no,spanish_Stopwords_un,spanish_Stopwords_unos,spanish_Stopwords_es,spanish_Stopwords_con,spanish_Stopwords_por,spanish_Stopwords_para,spanish_Stopwords_del,spanish_Stopwords_se,spanish_Stopwords_lo,spanish_Stopwords_pero,spanish_Stopwords_como,spanish_Stopwords_su,spanish_Stopwords_al,spanish_Stopwords_me,spanish_Stopwords_le,spanish_Stopwords_tener,spanish_Stopwords_sin
27,AN_11.docx,english,4.133504531553872,0.08877872915727805,0.01216764308246958,0.03853086976115367,0.02636322667868409,0.11041009463722397,0.029517800811176206,0.025912573231185218,0.03717890941865705,0.09170797656602073,0.0013519603424966202,0.0024785939612438036,0.04281207751239297,0.031545741324921134,0.09373591707976565,0.07323118521856692,0.020955385308697613,0.0013519603424966202,0.06804867057232988,0.05272645335736818,0.08720144209103199,0.030419107706173953,0.005407841369986481,0.011942316358720144,0.0009013068949977468,0.01149166291122127,0.0004506534474988734,33,4,0,1,1,12,1,31,6,4,1,1,42,6,62,1,15,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,AN_12.docx,english,4.124633297431902,0.08728813559322034,0.009322033898305085,0.04766949152542373,0.03919491525423729,0.12436440677966101,0.026694915254237287,0.022245762711864406,0.0461864406779661,0.08008474576271186,0.001271186440677966,0.002754237288135593,0.04088983050847458,0.020127118644067795,0.07796610169491526,0.06843220338983051,0.020338983050847456,0.001271186440677966,0.07033898305084746,0.07033898305084746,0.07987288135593221,0.02754237288135593,0.009745762711864408,0.00847457627118644,0.0019067796610169492,0.01461864406779661,0.000635593220338983,36,8,0,0,13,3,2,26,13,2,0,3,38,5,79,0,9,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,AN_13.docx,english,4.129640288367321,0.08760806916426513,0.012680115273775217,0.04053794428434198,0.03842459173871278,0.1335254562920269,0.02478386167146974,0.018059558117195004,0.04975984630163305,0.07300672430355427,0.0005763688760806917,0.00345821325648415,0.0393852065321806,0.029586935638808837,0.07281460134486072,0.05782901056676273,0.014601344860710855,0.0019212295869356388,0.07780979827089338,0.06455331412103746,0.08472622478386167,0.035734870317002884,0.010182516810758886,0.014217098943323727,0.0019212295869356388,0.011527377521613832,0.00038424591738712776,32,12,3,0,3,7,2,31,11,3,0,2,38,4,88,4,13,4,0,0,0,16,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,AN_14.docx,english,4.177942221809141,0.08232670507340643,0.010778665675524995,0.042371306448615496,0.034194387660286193,0.11837948336740382,0.02787585950566809,0.014681286006318527,0.050176547110202564,0.06968964876417023,0.0027875859505668093,0.008362757851700427,0.04162795019513102,0.03196431889983274,0.07842408474261289,0.07247723471473703,0.022486526667905595,0.0007433562534844825,0.07433562534844824,0.06745958000371678,0.07693737223564394,0.034380226723657314,0.008176918788329306,0.013194573499349563,0.0020442296970823266,0.01245121724586508,0.0016725515703400855,43,6,0,1,11,7,2,36,9,1,1,0,42,2,91,3,12,7,0,0,0,4,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31,AN_15.docx,english,4.135511219048021,0.08522599505284462,0.012367888464133123,0.03980211378457387,0.02900832021587587,0.13064987632111535,0.019114009444569372,0.026085001124353496,0.0332808635034855,0.080953451765235,0.00022487069934787497,0.006521250281088374,0.05621767483696874,0.029682932313919497,0.07892961547110411,0.06273892511805712,0.023611423431526873,0.00022487069934787497,0.06791095120305825,0.07150888239262423,0.08005396896784349,0.027434225320440746,0.01034405217000225,0.00854508657521925,0.0015740948954351248,0.015066336856307623,0.0015740948954351248,24,6,4,0,3,3,5,21,7,1,0,4,25,16,27,2,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,AN_2.docx,english,4.159210698132265,0.09065679925994449,0.014338575393154487,0.04000925069380203,0.043478260869565216,0.11864014801110083,0.026133209990749307,0.024051803885291396,0.05064754856614246,0.07631822386679,0.00046253469010175765,0.008556891766882516,0.036077705827937095,0.022432932469935246,0.08233117483811286,0.06105457909343201,0.014338575393154487,0.0013876040703052729,0.07261794634597594,0.06382978723404255,0.08348751156336726,0.02705827937095282,0.013876040703052728,0.01179463459759482,0.0009250693802035153,0.014338575393154487,0.00023126734505087883,34,0,2,3,1,6,1,23,0,2,0,1,37,2,94,2,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,AN_3.docx,english,4.1618697974235825,0.08098673493134745,0.011636025133814289,0.0458459390272283,0.0409588084710263,0.12148010239702117,0.032348149872003726,0.018152199208750292,0.04980218757272516,0.07493600186176402,0.0011636025133814289,0.0039562485454968585,0.040027926460321155,0.019781242727484293,0.0833139399581103,0.07330695834303003,0.019781242727484293,0.0006981615080288574,0.07074703281359088,0.057249243658366304,0.07982313241796603,0.030253665347917152,0.010937863625785431,0.015359553176634861,0.0037235280428205724,0.012799627647195718,0.00023272050267628578,36,1,0,2,5,7,0,18,1,0,0,0,55,2,85,2,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,AN_4.docx,english,4.1712848417967585,0.08112798264642082,0.014099783080260303,0.04143167028199566,0.04229934924078091,0.12581344902386118,0.02754880694143167,0.016919739696312365,0.03969631236442516,0.0772234273318872,0.0021691973969631237,0.0032537960954446853,0.04490238611713666,0.02299349240780911,0.08720173535791757,0.07245119305856833,0.023427331887201735,0.0013015184381778742,0.07006507592190889,0.051626898047722344,0.07917570498915401,0.02841648590021692,0.008893709327548807,0.017136659436008676,0.003036876355748373,0.0158351409978308,0.0013015184381778742,40,0,0,2,1,6,0,32,2,2,0,0,38,0,73,3,15,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,AN_5.docx,english,4.126436376895436,0.08990825688073395,0.010193679918450561,0.032823649337410804,0.03710499490316004,0.12945973496432212,0.022629969418960245,0.01692150866462793,0.047298674821610605,0.07033639143730887,0.0012232415902140672,0.0026503567787971457,0.04016309887869521,0.028134556574923548,0.08277268093781855,0.0672782874617737,0.019775739041794086,0.0014271151885830785,0.07176350662589194,0.06972477064220184,0.09051987767584098,0.02670744138634047,0.010193679918450561,0.013251783893985729,0.0020387359836901123,0.010805300713557594,0.001834862385321101,47,4,0,1,2,8,1,38,7,4,0,1,31,1,104,0,12,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,AN_6.docx,english,4.116155465114278,0.07896841263494603,0.014394242303078768,0.03878448620551779,0.03438624550179928,0.1369452219112355,0.022790883646541384,0.015793682526989206,0.03638544582167133,0.07736905237904838,0.0011995201919232307,0.0023990403838464614,0.045981607357057176,0.026389444222311077,0.0817672930827669,0.06657337065173931,0.0273890443822471,0.00039984006397441024,0.07157137145141944,0.06417433026789285,0.08776489404238305,0.023990403838464614,0.014394242303078768,0.010595761695321872,0.001799280287884846,0.017792882846861254,0.0,32,13,0,0,9,1,3,31,10,3,0,0,35,2,92,0,18,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,AN_7.docx,english,4.1171416701283166,0.08661926308985132,0.011419952596423184,0.04611075199310494,0.0400775694893342,0.12605042016806722,0.029088558500323207,0.01379013143719026,0.04201680672268908,0.08295625942684766,0.001292824822236587,0.003232062055591467,0.03770739064856712,0.028442146089204912,0.08618832148243913,0.06485671191553545,0.02197802197802198,0.0010773540185304892,0.07455289808230985,0.062055591467356175,0.08144796380090498,0.02564102564102564,0.007756948933419522,0.010127127774186598,0.0015082956259426848,0.01185089420383538,0.0006464124111182935,40,8,0,2,5,4,0,25,8,7,1,1,33,2,84,1,12,8,0,0,0,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,25,0,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,AN_8.docx,english,4.172114550967992,0.08450368959771483,0.0164246607950488,0.045465365389193046,0.03546774577481552,0.11354439419185908,0.023327779100214236,0.01951916210426089,0.03761009283503928,0.08616995953344442,0.0009521542489883361,0.0021423470602237563,0.049750059509640565,0.024517971911449655,0.07641037848131398,0.07164960723637229,0.0223756248512259,0.0007141156867412521,0.06903118305165437,0.0626041418709831,0.08140918828850274,0.02951678171863842,0.009997619614377529,0.015472506546060461,0.0028564627469650082,0.016662699357295883,0.0009521542489883361,29,7,4,1,8,2,2,28,14,7,0,4,37,0,64,0,12,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,AN_9.docx,english,4.176277119490962,0.07342172966554522,0.009103502869582426,0.03938254502275876,0.03859093607757768,0.11893924401345735,0.021373441519889173,0.021373441519889173,0.03601820700573916,0.08391054818919454,0.001385315654066891,0.005541262616267564,0.05125667920047496,0.026123095190975658,0.07737977439145062,0.07282802295665941,0.021571343756184445,0.0005937067088858105,0.07737977439145062,0.06214130219671482,0.08490005937067088,0.03067484662576687,0.010686720759944587,0.011874134177716208,0.003958044725905403,0.015436374431031071,0.00039580447259054025,35,3,0,0,3,3,2,42,19,6,0,0,35,2,75,1,17,11,0,0,0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,document_100.docx,english,4.213539287501975,0.08504273504273505,0.01623931623931624,0.039316239316239315,0.03504273504273504,0.12564102564102564,0.017094017094017096,0.02435897435897436,0.03547008547008547,0.06794871794871794,0.0029914529914529917,0.006837606837606838,0.05384615384615385,0.026923076923076925,0.06367521367521367,0.06837606837606838,0.02905982905982906,0.0008547008547008547,0.08034188034188035,0.06025641025641026,0.07564102564102564,0.029914529914529916,0.013247863247863248,0.014102564102564103,0.0017094017094017094,0.023504273504273504,0.002564102564102564,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
41,document_11.docx,english,4.167347491332694,0.07669862442684452,0.009587328053355566,0.04043351396415173,0.03126302626094206,0.13130471029595664,0.022926219258024176,0.02042517715714881,0.02626094205919133,0.07919966652771988,0.0012505210504376823,0.010004168403501459,0.04751979991663193,0.02917882451021259,0.06752813672363485,0.07419758232596915,0.02917882451021259,0.0016673614005835765,0.08628595248020009,0.05752396832013339,0.08045018757815757,0.026677782409337224,0.015839933305543976,0.011671529804085035,0.0012505210504376823,0.02042517715714881,0.0012505210504376823,2,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,document_22.docx,english,4.183366425571215,0.07839866555462886,0.009591326105087573,0.041701417848206836,0.03419516263552961,0.12969140950792327,0.017097581317764805,0.018765638031693076,0.03419516263552961,0.07047539616346955,0.0025020850708924102,0.008757297748123435,0.043369474562135114,0.02585487906588824,0.06422018348623854,0.07172643869891576,0.03211009174311927,0.0016680567139282735,0.09341117597998332,0.05462885738115096,0.08298582151793162,0.030859049207673062,0.010425354462051709,0.01626355296080067,0.003336113427856547,0.022101751459549623,0.0016680567139282735,0,0,0,1,2,1,1,0,0,0,1,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,document_33.docx,english,4.1868267895698486,0.08490962589323245,0.017654476670870115,0.04329550231189575,0.031946195880622114,0.13030685161832703,0.02269861286254729,0.018495166036149643,0.025220680958385876,0.06599411517444305,0.0016813787305590584,0.01008827238335435,0.04918032786885246,0.034468263976460696,0.06557377049180328,0.07566204287515763,0.025220680958385876,0.0,0.08406893652795293,0.05170239596469105,0.0773434216057167,0.031525851197982346,0.010508617065994116,0.01639344262295082,0.0029424127784783522,0.02269861286254729,0.0004203446826397646,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,document_44.docx,english,4.2142545402980645,0.06539627544391512,0.013858813339107838,0.037678648765699436,0.033780857514075356,0.13079255088783023,0.026418362927674317,0.025119099177132957,0.029449978345604158,0.07102641836292767,0.0,0.00996102208748376,0.04763967085318319,0.022953659592897357,0.06799480294499784,0.07405803378085751,0.039411000433087914,0.0008661758336942399,0.07449112169770464,0.056301429190125596,0.08098744045041144,0.03334776959722824,0.010827197921177999,0.01992204417496752,0.00259852750108272,0.023819835426591596,0.00129926375054136,0,0,1,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45,document_55.docx,english,4.2022630823412355,0.07600341588385995,0.011955593509820665,0.036720751494449186,0.02775405636208369,0.1353543979504697,0.02305721605465414,0.020922288642186166,0.025619128949615714,0.07301451750640478,0.002134927412467976,0.009393680614859094,0.055081127241673786,0.02946199829205807,0.06789069171648164,0.060204953031596925,0.03159692570452605,0.0017079419299743809,0.07643040136635354,0.05166524338172502,0.09009393680614859,0.033304867634500426,0.014944491887275833,0.017933390264730998,0.0029888983774551663,0.02391118701964133,0.0008539709649871904,0,0,1,0,0,1,1,2,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,document_66.docx,english,4.2039749989330035,0.0771551724137931,0.013362068965517242,0.04741379310344827,0.0353448275862069,0.12844827586206897,0.01810344827586207,0.021982758620689654,0.03189655172413793,0.07241379310344828,0.003017241379310345,0.009482758620689655,0.06293103448275862,0.027155172413793102,0.06206896551724138,0.06896551724137931,0.027155172413793102,0.0008620689655172414,0.0728448275862069,0.054310344827586204,0.08103448275862069,0.034482758620689655,0.010344827586206896,0.015517241379310345,0.002586206896551724,0.02025862068965517,0.0008620689655172414,0,0,1,0,0,0,0,0,0,2,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,document_77.docx,english,4.188524317725678,0.07708246995441359,0.0128470783257356,0.04765851636966432,0.02818068794032325,0.13137173642768338,0.027351844177372565,0.022793203481143803,0.030252797347699957,0.0741815167840862,0.0020721094073767096,0.0074595938665561546,0.04682967260671363,0.03232490675507667,0.06257770410277663,0.07666804807293826,0.029009531703273934,0.0008288437629506838,0.07915457936179031,0.05884790716949855,0.07666804807293826,0.02652300041442188,0.012432656444260257,0.016162453377538334,0.0012432656444260257,0.018234562784915042,0.0012432656444260257,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,document_88.docx,english,4.162986260484857,0.07584149978696209,0.013208351086493396,0.04473796335747763,0.03238176395398381,0.14443971026842778,0.021729867916489135,0.02513847464848743,0.02386024712398807,0.06391137622496805,0.0012782275244993609,0.005538985939497231,0.0489987217724755,0.024712398806987643,0.07371112057946315,0.07711972731146144,0.027268853855986364,0.0012782275244993609,0.07456327226246272,0.05581593523647209,0.07967618236046016,0.035790370685982106,0.011504047720494247,0.01406050276949297,0.002982530890498509,0.018747337025990626,0.0017043033659991478,0,0,0,0,2,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,document_99.docx,english,4.157975032174049,0.07831078310783107,0.014350143501435014,0.04223042230422304,0.02952029520295203,0.14391143911439114,0.01927019270192702,0.01886018860188602,0.03690036900369004,0.06355063550635506,0.0016400164001640015,0.006150061500615006,0.05248052480524805,0.028290282902829027,0.05617056170561706,0.06642066420664207,0.03854038540385404,0.0004100041000410004,0.08528085280852808,0.05289052890528905,0.08569085690856909,0.02788027880278803,0.014350143501435014,0.012710127101271012,0.0008200082000820008,0.022550225502255022,0.0008200082000820008,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,001.docx,french,3.9907959834698805,0.08489096573208722,0.008566978193146417,0.03348909657320872,0.04010903426791277,0.15498442367601245,0.00895638629283489,0.0132398753894081,0.0050623052959501555,0.07593457943925233,0.004672897196261682,0.000778816199376947,0.06814641744548286,0.026869158878504672,0.0720404984423676,0.042834890965732085,0.03154205607476635,0.007009345794392523,0.07866043613707165,0.07904984423676012,0.07087227414330217,0.06503115264797507,0.020638629283489095,0.0,0.004672897196261682,0.0019470404984423676,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,17,6,7,15,2,14,6,8,18,12,6,0,3,7,5,3,4,1,2,9,12,3,0,0,14,8,0,0,0,18,0,0,0,2,0,1,0,12,0,0,0,0,0,2,17,8,0,0,0,4,9,8,0,12,0,0,0,0,0,0,6,0,0,0,0,0,1,18,0,0
51,002.docx,french,3.9687308583051246,0.08022239872915012,0.007148530579825258,0.03177124702144559,0.04077310034418851,0.14932486100079428,0.012708498808578236,0.007148530579825258,0.005824728620598359,0.07598623245962403,0.0015885623510722795,0.0,0.0632777336510458,0.025681758009001854,0.07678051363516018,0.056393963463065924,0.030976965845909452,0.011914217633042097,0.07413290971670639,0.08737092930897537,0.07836907598623245,0.06221869208366428,0.015091342335186657,0.0,0.003177124702144559,0.0015885623510722795,0.0005295207836907599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,25,7,7,14,3,11,1,15,11,33,3,3,6,4,4,9,8,4,4,9,5,12,0,0,11,15,0,0,0,11,0,0,0,4,0,0,0,5,0,0,0,0,0,1,25,15,0,0,0,8,1,7,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,11,0,0
52,003.docx,french,4.002043907527638,0.08445763626551538,0.012142471667566108,0.03076092822450081,0.0372369131138694,0.15434430652995143,0.010523475445223961,0.009174311926605505,0.008904479222881814,0.08121964382083108,0.0062061521856449,0.0,0.0650296815974096,0.026173772261198058,0.07042633567188343,0.04128440366972477,0.028062601187263895,0.012682137075013492,0.07393416082029142,0.07879114948731786,0.08121964382083108,0.06422018348623854,0.017539125742039936,0.0,0.002698327037236913,0.002698327037236913,0.0002698327037236913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,7,48,7,2,16,2,17,0,22,16,9,7,1,3,6,5,3,10,11,5,5,7,7,0,0,17,22,0,0,0,16,0,0,0,5,0,0,0,7,0,0,0,0,0,2,48,22,0,0,0,10,1,8,0,7,0,0,0,0,0,0,6,0,0,0,0,0,1,16,0,0
53,004.docx,french,4.052087272499344,0.08432919954904171,0.013754227733934612,0.029086809470124014,0.04419391206313416,0.14611048478015784,0.00834272829763247,0.012401352874859075,0.00992108229988726,0.07688838782412627,0.00608793686583991,0.0,0.05434047350620068,0.029086809470124014,0.07192784667418264,0.053213077790304396,0.03246899661781285,0.012401352874859075,0.07012401352874859,0.07981961668545659,0.07282976324689966,0.0665163472378805,0.01826381059751973,0.0,0.0033821871476888386,0.003156708004509583,0.0013528748590755355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,7,61,19,1,18,4,21,1,21,21,15,6,1,8,11,5,8,11,14,2,3,9,15,0,0,21,21,0,0,0,21,0,0,0,2,0,0,0,9,0,0,0,0,0,0,61,21,0,0,0,11,1,8,0,9,0,0,0,0,0,1,7,0,0,0,0,0,1,21,0,0
54,005.docx,french,4.030362523035725,0.09038874314333413,0.008108752683043167,0.03529692344383496,0.03911280705938469,0.14929644645838303,0.013117099928452182,0.009301216312902457,0.010255187216789887,0.08323396136417839,0.005485332697352731,0.0,0.06129263057476747,0.02790364893870737,0.07822561411876938,0.046983067016456,0.03124254710231338,0.011686143572621035,0.06653947054614834,0.06797042690197949,0.0713093250655855,0.06653947054614834,0.018363939899833055,0.0,0.005723825423324589,0.002146434533746721,0.0004769854519437157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,58,8,9,18,4,25,1,28,9,4,7,2,5,8,6,8,9,10,3,5,18,9,0,0,25,28,0,0,0,9,0,0,0,3,0,1,0,18,0,0,1,0,0,1,58,28,0,0,0,9,1,11,0,18,0,0,0,0,0,0,9,0,0,0,0,0,2,9,0,0
55,006.docx,french,4.048379087219985,0.08645443196004994,0.012796504369538077,0.025905118601747816,0.04900124843945069,0.14606741573033707,0.010611735330836454,0.011235955056179775,0.011235955056179775,0.0749063670411985,0.004057428214731586,0.00031210986267166043,0.060861423220973786,0.028089887640449437,0.07116104868913857,0.05212234706616729,0.033083645443196,0.013420724094881398,0.07397003745318352,0.0749063670411985,0.0702247191011236,0.06554307116104868,0.015917602996254682,0.0,0.004993757802746567,0.0024968789013732834,0.0006242197253433209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,47,9,5,11,2,3,3,30,16,8,5,3,9,2,7,9,13,7,1,2,5,8,0,0,3,30,0,0,0,16,0,0,0,1,0,0,0,5,0,0,1,0,0,2,47,30,0,0,0,13,2,10,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,16,0,0
